label,area,perimeter,eccentricity,solidity,orientation,centroid_y,centroid_x,stack,frame,Genotype
4,1941,395.2447327281724,0.9953747487552291,0.6171701112877583,0.5380681820239358,539.0566718186502,485.0546110252447,WT-6.tif,20,WT
5,716,215.1309883354377,0.9839254663330933,0.5705179282868525,1.2083025954675197,508.3212290502793,519.1229050279329,WT-6.tif,20,WT
6,398,75.94112549695429,0.5372231397359769,0.9544364508393285,0.7301591104860513,514.4924623115578,677.0577889447236,WT-6.tif,20,WT
7,131,57.59797974644666,0.9743175558751909,0.8972602739726028,0.5979994036631482,537.7251908396946,472.2519083969466,WT-6.tif,20,WT
8,1228,294.214249456123,0.6377878128022896,0.5127348643006263,-1.3186683308448401,594.6245928338762,686.2654723127035,WT-6.tif,20,WT
9,1040,207.40916292848974,0.8656662413318562,0.6891981444665342,1.2646219404748402,587.7403846153846,571.0365384615385,WT-6.tif,20,WT
10,92,37.79898987322333,0.8836249634937208,0.9583333333333334,-0.2636745396937807,581.6739130434783,635.7826086956521,WT-6.tif,20,WT
11,56,29.55634918610405,0.8252053154341296,0.8888888888888888,1.2469105664166449,591.4464285714286,744.0357142857143,WT-6.tif,20,WT
12,72,33.55634918610404,0.8986963833427417,0.9473684210526315,1.1629690806848898,592.2638888888889,533.4444444444445,WT-6.tif,20,WT
13,102,44.97056274847714,0.9020937268058603,0.8717948717948718,1.2938943398051612,592.4411764705883,614.0588235294117,WT-6.tif,20,WT
14,433,106.53300858899107,0.9211677165067428,0.8216318785578748,1.2681443222046092,613.0577367205543,610.122401847575,WT-6.tif,20,WT
15,534,132.18376618407356,0.9796249357914456,0.8165137614678899,-1.5226542225612312,614.6217228464419,733.8464419475655,WT-6.tif,20,WT
16,801,177.61626970967632,0.8666601714287335,0.717741935483871,0.4122336294068552,638.2759051186017,788.896379525593,WT-6.tif,20,WT
17,340,91.94722215136416,0.9292867410376655,0.8542713567839196,1.0485265788191773,623.2705882352941,805.8705882352941,WT-6.tif,20,WT
18,84,32.970562748477136,0.24039786871493862,0.9767441860465116,-0.445194036182911,619.4642857142857,651.1190476190476,WT-6.tif,20,WT
19,79,38.93502884254441,0.9330626270456224,0.8977272727272727,-1.497803802898559,621.5189873417721,566.7215189873418,WT-6.tif,20,WT
20,136,60.59188309203678,0.9663568591782004,0.8662420382165605,1.4111309078812369,631.3676470588235,661.0661764705883,WT-6.tif,20,WT
21,637,114.66904755831214,0.914516930413641,0.92992700729927,1.5097120353909197,695.4788069073784,764.8477237048666,WT-6.tif,20,WT
1,184,59.35533905932738,0.9022850135044076,0.92,0.9762476497539327,401.3641304347826,624.5326086956521,WT-6.tif,22,WT
2,741,168.89444430272832,0.975952045222824,0.7783613445378151,0.7621334572834887,422.29689608636977,394.91632928475036,WT-6.tif,22,WT
3,1954,386.33914113715076,0.9941049846857338,0.6004917025199754,0.4674352970807833,475.1832139201638,449.1668372569089,WT-6.tif,22,WT
4,608,134.9116882454314,0.9764821126718396,0.9198184568835098,0.2360585942868075,493.1595394736842,662.15625,WT-6.tif,22,WT
5,753,159.30865786510142,0.9801896935460249,0.802771855010661,0.6613392313754471,575.2018592297477,504.3559096945551,WT-6.tif,22,WT
6,141,52.62741699796952,0.9216852745044852,0.88125,1.3623934579855306,578.4751773049645,542.3404255319149,WT-6.tif,22,WT
7,990,174.40916292848974,0.7314442670260444,0.7580398162327718,1.4744498410598637,589.0363636363636,575.8787878787879,WT-6.tif,22,WT
8,1495,332.97160876900364,0.9270204335749449,0.5324074074074074,1.2158572270883148,602.3832775919733,699.4595317725752,WT-6.tif,22,WT
9,167,50.8700576850888,0.7738911006447426,0.9226519337016574,-0.3309363524693109,582.7844311377246,634.185628742515,WT-6.tif,22,WT
10,239,83.698484809835,0.9790318930271602,0.8184931506849316,1.3856418126184111,587.4769874476988,730.8995815899582,WT-6.tif,22,WT
11,74,34.14213562373095,0.8312668686236979,0.8809523809523809,1.3135831608005695,594.027027027027,614.9594594594595,WT-6.tif,22,WT
12,478,89.70458146424488,0.8489877595994931,0.9053030303030303,0.9003054181893116,615.4225941422594,610.9560669456067,WT-6.tif,22,WT
13,102,38.38477631085024,0.7510754246665119,0.9107142857142857,-0.10044759462007205,613.5490196078431,651.3823529411765,WT-6.tif,22,WT
14,1011,238.07211383239198,0.9048026366573568,0.6977225672877847,0.6724293470116437,640.9090009891197,790.5707220573689,WT-6.tif,22,WT
15,271,69.59797974644665,0.9197575905509464,0.9344827586206896,1.0447313267413347,620.0922509225093,800.690036900369,WT-6.tif,22,WT
16,718,124.08326112068524,0.9331418141347279,0.9410222804718218,-1.5567956498299813,694.1810584958217,764.891364902507,WT-6.tif,22,WT
17,786,172.71067811865476,0.9795316465789966,0.751434034416826,1.4353411120167332,698.6055979643766,848.0966921119593,WT-6.tif,22,WT
1,767,188.32590180780454,0.9919150632706317,0.7490234375,-1.4553718750179059,401.0312907431551,494.7379400260756,WT-6.tif,24,WT
2,69,36.21320343559643,0.9355219225063344,0.8734177215189873,0.9200144234692219,398.81159420289856,624.6086956521739,WT-6.tif,24,WT
3,652,174.23759005323592,0.9610147561785004,0.6093457943925233,0.8019162548430663,429.16564417177915,407.92944785276075,WT-6.tif,24,WT
4,599,124.12489168102785,0.9227806234014756,0.8926974664679582,0.7760470254637627,425.8397328881469,429.90484140233724,WT-6.tif,24,WT
5,784,161.30865786510142,0.9696068141935044,0.7611650485436893,0.7389330020585237,573.2295918367347,506.17474489795916,WT-6.tif,24,WT
6,118,38.970562748477136,0.7283292623564619,0.9672131147540983,0.02646829273492526,584.0338983050848,635.0084745762712,WT-6.tif,24,WT
7,897,177.3675323681471,0.6900475021415118,0.6931993817619784,-0.020324895764299543,599.8305462653288,681.9531772575251,WT-6.tif,24,WT
8,126,57.55634918610404,0.973874055793118,0.8456375838926175,1.5332774780531304,586.0396825396825,728.1666666666666,WT-6.tif,24,WT
9,68,30.9350288425444,0.8018572258136205,0.9066666666666666,1.4535894824340043,593.3088235294117,619.1470588235294,WT-6.tif,24,WT
10,514,107.12489168102786,0.896996122840563,0.8786324786324786,0.9096101691881573,613.6634241245137,613.8949416342413,WT-6.tif,24,WT
11,515,135.01219330881975,0.9812180324207205,0.7996894409937888,1.532277134601874,611.0213592233009,737.4601941747572,WT-6.tif,24,WT
12,1076,234.03657992645924,0.9402236171399053,0.7088274044795784,0.7241764657947279,643.3029739776952,801.410780669145,WT-6.tif,24,WT
13,209,67.80508652763322,0.9308402154062532,0.9288888888888889,0.987703425520308,617.6028708133971,804.1148325358852,WT-6.tif,24,WT
14,403,112.6335136523794,0.9791701535840411,0.8837719298245614,1.276967341289973,632.9751861042183,716.7667493796527,WT-6.tif,24,WT
15,424,109.53910524340094,0.975065765546591,0.8548387096774194,0.8007740631089146,655.0235849056604,834.6509433962265,WT-6.tif,24,WT
16,236,81.94112549695429,0.8646093136653081,0.851985559566787,-1.3715668370981546,665.4703389830509,717.4406779661017,WT-6.tif,24,WT
17,376,114.08326112068522,0.9799436476704482,0.7565392354124748,1.5460516248659013,668.2260638297872,586.0239361702128,WT-6.tif,24,WT
18,105,38.14213562373095,0.6679374068801595,0.9292035398230089,0.3292545643673986,678.1714285714286,729.5428571428571,WT-6.tif,24,WT
19,652,146.22539674441617,0.9537489784767098,0.7502876869965478,1.3205822063136186,695.0429447852761,851.7791411042945,WT-6.tif,24,WT
20,192,69.21320343559643,0.9735385413477864,0.8930232558139535,-1.430238015796969,688.9114583333334,598.0520833333334,WT-6.tif,24,WT
21,634,128.04772721475248,0.9472969965518794,0.8980169971671388,1.5085406752939048,694.1340694006309,765.929022082019,WT-6.tif,24,WT
22,134,45.21320343559643,0.7865821750480575,0.9115646258503401,1.5456593655872324,695.0671641791045,821.2313432835821,WT-6.tif,24,WT
1,166,52.90559159102154,0.8962514798020822,0.9431818181818182,0.9053652143515504,401.1385542168675,624.8614457831326,WT-6.tif,26,WT
2,798,209.9005409571382,0.9829029149305385,0.6487804878048781,0.7904207676023967,423.57142857142856,398.140350877193,WT-6.tif,26,WT
3,573,110.71067811865474,0.9123368681037886,0.9109697933227345,0.8021119095631162,426.51134380453755,426.1797556719023,WT-6.tif,26,WT
4,942,174.99494936611663,0.9785810325869955,0.8456014362657092,0.3965333910186428,489.83545647558384,456.3927813163482,WT-6.tif,26,WT
5,591,135.26093065034894,0.9628288570392688,0.8018995929443691,0.4824931585488658,505.4754653130288,672.7681895093062,WT-6.tif,26,WT
6,563,171.7401153701776,0.9925474914001416,0.7028714107365793,1.34491388448249,502.8561278863233,510.1190053285968,WT-6.tif,26,WT
7,2293,503.88434303496166,0.947691603578749,0.4957837837837838,1.3148107512622442,584.1199302224161,543.8717836894898,WT-6.tif,26,WT
8,50,29.556349186104043,0.88180068381487,0.8771929824561403,0.5579962271883504,569.2,589.9,WT-6.tif,26,WT
9,129,44.04163056034261,0.8305338914006272,0.9416058394160584,-0.44328753761107753,579.7674418604652,633.6356589147287,WT-6.tif,26,WT
10,596,108.32590180780451,0.8742676587477873,0.865021770682148,-0.4882257028710583,597.6157718120805,678.7919463087248,WT-6.tif,26,WT
11,285,124.56244584051393,0.9940385062412209,0.6801909307875895,1.4998802807133205,586.6,724.3929824561403,WT-6.tif,26,WT
12,614,149.61017305526644,0.8797268496248826,0.681465038845727,0.156574603414751,612.5732899022802,615.6872964169381,WT-6.tif,26,WT
13,339,115.16042558696059,0.976284614941544,0.8308823529411765,0.9839027576660822,617.1209439528023,801.4955752212389,WT-6.tif,26,WT
14,498,139.01219330881977,0.9832542137653971,0.7410714285714286,1.5294772050018244,612.2409638554217,734.0281124497992,WT-6.tif,26,WT
15,576,126.12489168102785,0.9434691998606892,0.8089887640449438,0.8732913803077085,629.5885416666666,789.7482638888889,WT-6.tif,26,WT
16,185,59.62741699796952,0.7395684011844645,0.8726415094339622,-1.2972991297972107,667.1243243243243,717.7135135135135,WT-6.tif,26,WT
17,80,31.31370849898476,0.5722593250117445,0.975609756097561,1.2646447568274428,679.1125,734.3375,WT-6.tif,26,WT
18,151,60.970562748477136,0.9684084443689852,0.8728323699421965,-1.4407975233017536,687.5033112582781,601.7152317880794,WT-6.tif,26,WT
19,671,126.32590180780451,0.9323112309360349,0.8982597054886211,1.548024361378651,693.0581222056632,770.2011922503726,WT-6.tif,26,WT
20,603,114.53300858899107,0.9142308647775,0.8790087463556852,1.3950383313769885,694.9436152570481,856.3913764510779,WT-6.tif,26,WT
1,148,53.94112549695428,0.9068504582203514,0.9079754601226994,0.8496577578222702,401.77027027027026,626.0472972972973,WT-6.tif,28,WT
2,348,89.18376618407356,0.9133003368832029,0.8656716417910447,1.5524383516647342,404.21264367816093,459.55172413793105,WT-6.tif,28,WT
3,680,185.86500705120548,0.9849670053675179,0.7039337474120083,0.8375313828602602,422.8220588235294,396.0323529411765,WT-6.tif,28,WT
4,506,102.05382386916237,0.886533817387324,0.8971631205673759,0.8326132778892936,427.92292490118575,425.77667984189725,WT-6.tif,28,WT
5,2008,417.38686835190333,0.9945912315758104,0.6197530864197531,0.5338205566648864,527.2569721115538,475.6688247011952,WT-6.tif,28,WT
6,579,138.43250352560273,0.9413517497565776,0.75,0.4247263233516024,503.98791018998276,669.0915371329879,WT-6.tif,28,WT
7,411,131.35533905932738,0.9900526245793142,0.874468085106383,1.4163179223963214,500.7445255474453,499.90997566909977,WT-6.tif,28,WT
8,222,84.49137802864844,0.9783330761316507,0.7708333333333334,-1.442546513933469,509.6306306306306,544.5450450450451,WT-6.tif,28,WT
9,132,50.698484809834994,0.9229015899185107,0.8571428571428571,1.1197186348423402,527.5075757575758,560.7348484848485,WT-6.tif,28,WT
10,169,55.45584412271571,0.8440762528354501,0.8848167539267016,-0.10138875878610094,580.5029585798817,635.4556213017752,WT-6.tif,28,WT
11,623,124.56854249492379,0.8284103386128943,0.7916137229987293,-0.6231914741443996,598.7512038523274,674.7720706260033,WT-6.tif,28,WT
12,60,28.72792206135785,0.867355000875079,0.9375,1.2414051198992802,592.9,615.8666666666667,WT-6.tif,28,WT
13,525,98.15432893255071,0.790789206026681,0.8959044368600683,0.9077446088525012,619.527619047619,613.2571428571429,WT-6.tif,28,WT
14,106,40.72792206135785,0.8822276073406914,0.9217391304347826,0.2980718702619836,613.7547169811321,648.0566037735849,WT-6.tif,28,WT
15,693,183.1543289325507,0.9874384897835092,0.7892938496583144,-1.5146806272572375,613.6839826839827,720.3102453102454,WT-6.tif,28,WT
16,177,61.11269837220809,0.9488716867866689,0.9030612244897959,1.088283982666433,620.0508474576271,797.5084745762712,WT-6.tif,28,WT
17,179,68.21320343559643,0.9679093151342774,0.8403755868544601,-1.4458798461763067,688.0446927374302,598.1675977653631,WT-6.tif,28,WT
18,706,125.66904755831214,0.9345891847340546,0.9240837696335078,1.5678267395544516,692.7691218130311,765.627478753541,WT-6.tif,28,WT
19,626,120.1543289325507,0.9314995262670428,0.8470906630581867,1.41362337619244,695.1932907348242,854.8769968051118,WT-6.tif,28,WT
20,170,50.04163056034261,0.7866877427888291,0.9444444444444444,1.4605282627912026,692.1235294117647,821.7352941176471,WT-6.tif,28,WT
1,794,199.254833995939,0.99399506328822,0.7271062271062271,-1.4589420205964712,401.52770780856423,496.183879093199,WT-6.tif,30,WT
2,710,180.65180361560903,0.9688535387741996,0.7085828343313373,0.8935015391475065,418.6366197183099,395.6366197183099,WT-6.tif,30,WT
3,515,100.22539674441617,0.8761724841572286,0.9098939929328622,0.7971088742390935,428.84271844660196,428.7980582524272,WT-6.tif,30,WT
4,1229,229.10155108391487,0.9690998894336482,0.7394705174488568,0.40992018327407764,492.9576891781937,456.7078925956062,WT-6.tif,30,WT
5,46,25.798989873223334,0.8575704540513487,0.92,0.5906698850661392,453.8695652173913,428.0,WT-6.tif,30,WT
6,531,166.5685424949238,0.9923849732978217,0.7468354430379747,1.3504025144896175,503.67419962335214,513.5235404896422,WT-6.tif,30,WT
7,138,49.21320343559643,0.9153093492444917,0.9452054794520548,1.2653864075715882,527.7536231884058,563.9855072463768,WT-6.tif,30,WT
8,794,174.1370849898476,0.9760236788782526,0.7504725897920604,0.7093026798926427,571.1360201511335,503.18513853904284,WT-6.tif,30,WT
9,298,106.08326112068524,0.9704782397314906,0.6535087719298246,-0.1851164149329089,578.8691275167786,638.6241610738255,WT-6.tif,30,WT
10,90,34.970562748477136,0.7479203119474823,0.9183673469387755,0.39218788455467435,567.6333333333333,586.1555555555556,WT-6.tif,30,WT
11,1182,182.92388155425118,0.8489534544009195,0.8101439342015079,1.4258228566035474,588.3747884940778,564.7013536379019,WT-6.tif,30,WT
12,590,121.1543289325507,0.7105938176932597,0.7972972972972973,-0.46034035264381395,602.9677966101694,682.142372881356,WT-6.tif,30,WT
13,46,30.86396103067893,0.9703801284844307,0.8679245283018868,1.547498388537076,591.7608695652174,618.4347826086956,WT-6.tif,30,WT
14,226,59.45584412271571,0.6766843457719964,0.900398406374502,-0.2901633348733086,610.2256637168142,607.3672566371681,WT-6.tif,30,WT
15,258,86.39696961966999,0.9750968083161454,0.8775510204081632,0.9402951742581017,613.5542635658915,799.8604651162791,WT-6.tif,30,WT
16,473,124.11269837220809,0.9809554785120164,0.8491921005385996,1.5247115909666817,611.4397463002114,737.1818181818181,WT-6.tif,30,WT
17,166,48.384776310850235,0.57620602767378,0.9325842696629213,0.20396149209743042,614.7590361445783,650.6024096385543,WT-6.tif,30,WT
18,499,122.12489168102785,0.9586390161365065,0.7858267716535433,0.9097593188659046,629.6312625250501,794.9138276553106,WT-6.tif,30,WT
19,140,50.62741699796952,0.9252042076239805,0.9210526315789473,1.2400904495382674,618.0142857142857,706.0285714285715,WT-6.tif,30,WT
20,218,56.52691193458118,0.5386813268872224,0.9276595744680851,-1.2014784621023344,625.2660550458716,621.1743119266055,WT-6.tif,30,WT
21,880,172.0660171779821,0.928083847395833,0.7665505226480837,0.7909632209321588,648.0386363636363,616.7545454545455,WT-6.tif,30,WT
22,514,101.49747468305834,0.8479970713909629,0.9033391915641477,1.2526547026915944,690.9416342412451,857.8871595330739,WT-6.tif,30,WT
23,685,132.08326112068522,0.9423260760069303,0.8907672301690507,1.5483343634266507,692.6656934306569,773.3868613138686,WT-6.tif,30,WT
24,212,54.8700576850888,0.8016770767246284,0.9636363636363636,1.387494543148145,692.3396226415094,828.3301886792453,WT-6.tif,30,WT
1,135,51.11269837220809,0.9241945355331215,0.9121621621621622,0.8004594110592671,401.4148148148148,626.2814814814815,WT-6.tif,32,WT
2,279,89.35533905932738,0.9329853566180407,0.8063583815028902,1.380639495392746,404.06810035842295,457.5806451612903,WT-6.tif,32,WT
3,2387,492.422402257836,0.979044741875891,0.5405344202898551,0.6184794254750003,452.32174277335565,429.86258902387937,WT-6.tif,32,WT
4,74,32.970562748477136,0.8488974901625165,0.9135802469135802,0.3871397172190958,453.6216216216216,425.6081081081081,WT-6.tif,32,WT
5,659,135.43250352560273,0.9483482910984606,0.8196517412935324,0.2904899506797114,500.6115326251897,663.9620637329286,WT-6.tif,32,WT
6,504,154.59797974644667,0.9917444164399264,0.8344370860927153,1.4451862377975988,499.8154761904762,508.1309523809524,WT-6.tif,32,WT
7,201,63.76955262170046,0.9289284506078611,0.8933333333333333,0.9964954122032553,526.0547263681592,560.9104477611941,WT-6.tif,32,WT
8,891,191.9005409571382,0.9819731553186886,0.7394190871369295,0.6569151583707112,567.5319865319865,500.16610549943886,WT-6.tif,32,WT
9,68,30.727922061357855,0.8427664803990763,0.9315068493150684,0.48727358935541143,566.1470588235294,582.2647058823529,WT-6.tif,32,WT
10,951,140.95331880577405,0.7281727141246512,0.8590785907859079,1.3237651289204384,589.2891692954785,556.3364879074659,WT-6.tif,32,WT
11,123,47.21320343559643,0.9281616898377851,0.9318181818181818,-0.3587181602160839,583.2682926829268,632.0650406504066,WT-6.tif,32,WT
12,47,22.485281374238568,0.5049610579323598,0.9791666666666666,-0.1397720715164308,579.5531914893617,617.8510638297872,WT-6.tif,32,WT
13,74,30.14213562373095,0.7789252832654512,0.9736842105263158,-0.6082340603243773,581.8918918918919,591.0405405405405,WT-6.tif,32,WT
14,545,96.66904755831214,0.719734758707508,0.9053156146179402,-1.0512138580428467,603.2862385321101,675.1981651376146,WT-6.tif,32,WT
15,263,84.32590180780451,0.9730874551335554,0.8915254237288136,0.9624641344660527,612.319391634981,797.9619771863117,WT-6.tif,32,WT
16,477,129.35533905932738,0.9824928347413002,0.833916083916084,1.5226979329971102,610.3249475890985,735.2578616352201,WT-6.tif,32,WT
17,887,241.4985207035849,0.991630779960152,0.5937081659973227,0.9771088810632914,637.7260428410372,809.0462232243517,WT-6.tif,32,WT
18,541,143.98275605729688,0.9667905841622471,0.6745635910224439,-1.4388805153307334,618.5231053604437,628.3049907578559,WT-6.tif,32,WT
19,880,168.3259018078045,0.9732693047873339,0.8461538461538461,1.432759568659987,646.2306818181818,769.7920454545455,WT-6.tif,32,WT
20,178,64.07716446627535,0.9440216600959721,0.8599033816425121,1.2939336991477275,644.3370786516854,635.561797752809,WT-6.tif,32,WT
21,333,96.56244584051393,0.9672606933908854,0.8649350649350649,-1.5492013208316757,667.0360360360361,582.4204204204204,WT-6.tif,32,WT
22,771,133.0538238691624,0.8446828795689983,0.8801369863013698,1.1188530696070853,690.4306095979248,853.7859922178989,WT-6.tif,32,WT
23,766,141.91168824543144,0.9527656333731689,0.8855491329479769,-1.4926313436267562,691.7140992167102,771.8642297650131,WT-6.tif,32,WT
24,214,57.11269837220809,0.7335338569388639,0.9304347826086956,-1.497560717367658,693.0093457943925,821.0373831775701,WT-6.tif,32,WT
1,46,27.556349186104047,0.802168540703411,0.8363636363636363,0.8549520830374416,400.2173913043478,625.8478260869565,WT-6.tif,34,WT
2,352,92.73401871576775,0.9569315823735943,0.8934010152284264,1.4671188938918827,402.74147727272725,462.11647727272725,WT-6.tif,34,WT
3,145,50.627416997969526,0.8992710641348076,0.9294871794871795,1.212861051236808,403.5103448275862,377.13793103448273,WT-6.tif,34,WT
4,2333,451.65894629054543,0.9728454339653565,0.5204104394378765,0.642299433268754,452.8011144449207,435.59879982854693,WT-6.tif,34,WT
5,436,135.5269119345812,0.9903800966454198,0.8482490272373541,1.447538922219182,500.3692660550459,514.1399082568807,WT-6.tif,34,WT
6,281,84.66904755831214,0.9685959380984162,0.9064516129032258,1.016213701521192,527.7473309608541,569.2135231316726,WT-6.tif,34,WT
7,54,30.14213562373095,0.9307681708984286,0.8709677419354839,0.451641155159099,565.074074074074,588.9629629629629,WT-6.tif,34,WT
8,106,49.79898987322333,0.966780268604039,0.8548387096774194,-0.28768410898084457,578.5377358490566,638.0754716981132,WT-6.tif,34,WT
9,1055,163.1959594928933,0.8811470600630323,0.8359746434231379,1.374152659435911,589.4028436018957,565.6928909952607,WT-6.tif,34,WT
10,120,52.4558441227157,0.9025966858750794,0.8053691275167785,1.4990312474957161,575.6083333333333,616.775,WT-6.tif,34,WT
11,508,105.42640687119285,0.7220957373895878,0.8089171974522293,-0.7341854055600925,601.0748031496063,681.9586614173228,WT-6.tif,34,WT
12,237,81.74011537017762,0.9761852042078694,0.8876404494382022,0.9530077297616198,612.5611814345991,798.5654008438819,WT-6.tif,34,WT
13,510,128.5269119345812,0.9823677131912073,0.8854166666666666,1.5139458148106717,610.7039215686275,735.5843137254902,WT-6.tif,34,WT
14,479,102.22539674441619,0.9439045820598957,0.9020715630885122,0.8696628292911699,626.2651356993737,789.0375782881002,WT-6.tif,34,WT
15,628,144.95331880577405,0.9150904702090628,0.7168949771689498,0.9179143404387895,650.2866242038217,615.281847133758,WT-6.tif,34,WT
16,123,49.21320343559642,0.9379457534766309,0.8661971830985915,1.2462329305172704,644.8455284552846,639.3333333333334,WT-6.tif,34,WT
17,366,102.73401871576775,0.9699247161840419,0.8511627906976744,-1.520725837558587,667.6775956284152,584.6693989071039,WT-6.tif,34,WT
18,651,120.01828996322963,0.887046181203591,0.8979310344827586,0.8977879591644249,685.7219662058371,855.236559139785,WT-6.tif,34,WT
19,695,123.49747468305833,0.9261628136191653,0.9096858638743456,-1.5648777826356814,691.6561151079137,774.7726618705036,WT-6.tif,34,WT
20,243,62.04163056034261,0.8539167524563922,0.9274809160305344,1.4338384122195387,691.4279835390946,828.4609053497942,WT-6.tif,34,WT
21,702,124.66904755831212,0.8548480904894078,0.9011553273427471,1.544350566925584,713.9330484330484,872.6438746438746,WT-6.tif,34,WT
1,202,71.14213562373095,0.9665454718618932,0.9223744292237442,-1.5521270438742705,396.0247524752475,599.4306930693069,WT-6.tif,36,WT
2,177,59.248737341529164,0.9161825209094645,0.8939393939393939,1.1781791696407582,403.3276836158192,377.5367231638418,WT-6.tif,36,WT
3,110,44.8700576850888,0.8597213061045299,0.88,1.0016986531903407,403.46363636363634,627.4181818181818,WT-6.tif,36,WT
4,276,79.66295090390226,0.9302535388022567,0.887459807073955,-1.5148592377355135,404.5869565217391,465.0,WT-6.tif,36,WT
5,2372,457.7300141024109,0.977583118234456,0.5351985559566786,0.6224326689467833,455.254215851602,436.92158516020237,WT-6.tif,36,WT
6,138,44.04163056034261,0.67092465105059,0.9261744966442953,0.575720899390939,452.2173913043478,423.8478260869565,WT-6.tif,36,WT
7,490,158.87615433949867,0.9932898161862996,0.7903225806451613,1.386006137307087,502.33673469387753,518.8183673469388,WT-6.tif,36,WT
8,305,84.11879502661797,0.9407712671316633,0.8892128279883382,1.002036158157814,529.7508196721311,570.0196721311476,WT-6.tif,36,WT
9,124,55.698484809834994,0.9699318363973225,0.8671328671328671,-0.40848321099245466,580.2741935483871,641.241935483871,WT-6.tif,36,WT
10,84,32.97056274847714,0.8020512504696593,0.9767441860465116,0.8805920565908547,578.6309523809524,625.5,WT-6.tif,36,WT
11,584,110.81118318204308,0.8824869369100005,0.9040247678018576,1.3248176155058218,589.277397260274,578.5410958904109,WT-6.tif,36,WT
12,540,122.40306627407986,0.9166465363042186,0.8424336973478939,0.9397685262525118,594.0907407407408,548.8222222222222,WT-6.tif,36,WT
13,576,115.94722215136417,0.534100813630386,0.7773279352226721,-1.2865015046919752,602.6875,685.8298611111111,WT-6.tif,36,WT
14,192,76.32590180780451,0.9814545002255196,0.8609865470852018,0.9367101289965838,611.296875,798.875,WT-6.tif,36,WT
15,432,108.87005768508881,0.9743820684490607,0.9230769230769231,1.5148558272779364,610.6967592592592,733.375,WT-6.tif,36,WT
16,591,133.39696961967,0.9627026590709149,0.7519083969465649,-1.5111507477406982,616.7089678510998,642.1252115059222,WT-6.tif,36,WT
17,419,94.63961030678928,0.9212698299610887,0.8821052631578947,0.8661047571986885,628.3245823389021,794.2243436754177,WT-6.tif,36,WT
18,129,46.04163056034262,0.8977578102052751,0.9280575539568345,0.9882453243115021,627.7751937984497,602.7441860465116,WT-6.tif,36,WT
19,467,113.63961030678928,0.916386623988528,0.7796327212020033,1.1266286532821739,643.203426124197,561.9678800856531,WT-6.tif,36,WT
20,802,139.76955262170048,0.9444282743187842,0.8930957683741648,1.4187439367297263,644.5610972568578,761.7107231920199,WT-6.tif,36,WT
21,420,127.25483399593904,0.98459006831189,0.7664233576642335,-1.5144444664845718,667.5380952380953,589.6071428571429,WT-6.tif,36,WT
22,657,127.66904755831213,0.9457783169054327,0.8975409836065574,1.566502349860744,691.7960426179604,776.3622526636225,WT-6.tif,36,WT
23,245,64.87005768508881,0.887891507379102,0.928030303030303,1.5360612096492554,692.1061224489796,831.4367346938775,WT-6.tif,36,WT
1,152,54.526911934581186,0.9197155440531921,0.9047619047619048,0.8279964449283711,402.39473684210526,626.8026315789474,WT-6.tif,38,WT
2,162,54.627416997969526,0.907748362584996,0.9152542372881356,1.2634001610871237,403.75308641975306,378.27777777777777,WT-6.tif,38,WT
3,249,70.04163056034263,0.9235079048410396,0.9360902255639098,-1.5469989769147878,404.6425702811245,465.855421686747,WT-6.tif,38,WT
4,527,126.9827560572969,0.8568967962319056,0.7507122507122507,1.145896023383673,418.7229601518027,399.4876660341556,WT-6.tif,38,WT
5,133,50.526911934581186,0.9442261007331103,0.9300699300699301,0.5935052095023027,451.6390977443609,425.61654135338347,WT-6.tif,38,WT
6,364,96.5685424949238,0.9112425645720095,0.8387096774193549,0.6701155220098944,506.5192307692308,682.0247252747253,WT-6.tif,38,WT
7,599,163.9827560572969,0.9886290164462276,0.7358722358722358,1.3861919508544733,501.2821368948247,516.2020033388982,WT-6.tif,38,WT
8,358,93.49747468305833,0.8666770568488129,0.788546255506608,1.263834632408665,529.3072625698323,569.7262569832402,WT-6.tif,38,WT
9,132,60.76955262170047,0.9772690167451874,0.8354430379746836,-0.49995873776039873,575.6818181818181,645.1363636363636,WT-6.tif,38,WT
10,913,152.12489168102783,0.8050251622645105,0.8438077634011091,1.0156194530504543,588.9989047097481,554.723986856517,WT-6.tif,38,WT
11,62,28.31370849898476,0.531774256233902,0.8857142857142857,0.7080810408475773,578.1774193548387,622.1290322580645,WT-6.tif,38,WT
12,385,107.49747468305831,0.9090846291211682,0.7762096774193549,1.5396759070790136,606.8831168831168,687.3272727272728,WT-6.tif,38,WT
13,197,79.1543289325507,0.9832521368375096,0.8565217391304348,0.9279847314265859,611.4720812182741,799.1928934010152,WT-6.tif,38,WT
14,379,103.59797974644665,0.9556749577971603,0.8275109170305677,-1.3922611534224496,615.0290237467018,641.7282321899736,WT-6.tif,38,WT
15,374,97.698484809835,0.9666930010907553,0.918918918918919,1.5251066815022463,610.9224598930481,731.8101604278074,WT-6.tif,38,WT
16,649,175.06601717798213,0.9787508651941608,0.6732365145228216,1.0137697740220812,632.5115562403698,803.6456086286595,WT-6.tif,38,WT
17,1130,230.0243866176395,0.9814809286746021,0.7609427609427609,1.3314176849365156,641.458407079646,750.4132743362832,WT-6.tif,38,WT
18,459,104.49747468305833,0.9140714233028616,0.8240574506283662,1.2413183027334562,642.6470588235294,561.5664488017429,WT-6.tif,38,WT
